[2025-05-08T17:24:57.046+0300][0.001s][info][gc] Using G1
[2025-05-08T17:24:57.046+0300][0.002s][debug][gc] ConcGCThreads: 3 offset 29
[2025-05-08T17:24:57.046+0300][0.002s][debug][gc] ParallelGCThreads: 13
[2025-05-08T17:24:57.046+0300][0.002s][debug][gc] Initialize mark stack with 4096 chunks, maximum 524288
[2025-05-08T17:25:19.990+0300][22,945s][info ][gc] GC(152) Pause Young (Normal) (G1 Evacuation Pause) 309M->3M(512M) 0,665ms
[2025-05-08T17:25:20.142+0300][23,097s][info ][gc] GC(153) Pause Young (Normal) (G1 Evacuation Pause) 309M->6M(512M) 1,448ms
[2025-05-08T17:25:20.292+0300][23,248s][info ][gc] GC(154) Pause Young (Normal) (G1 Evacuation Pause) 309M->5M(512M) 0,869ms
[2025-05-08T17:25:20.443+0300][23,399s][info ][gc] GC(155) Pause Young (Normal) (G1 Evacuation Pause) 309M->4M(512M) 0,873ms
[2025-05-08T17:25:20.595+0300][23,550s][info ][gc] GC(156) Pause Young (Normal) (G1 Evacuation Pause) 309M->3M(512M) 0,795ms
[2025-05-08T17:25:20.747+0300][23,702s][info ][gc] GC(157) Pause Young (Normal) (G1 Evacuation Pause) 309M->3M(512M) 0,533ms
[2025-05-08T17:25:20.901+0300][23,857s][info ][gc] GC(158) Pause Young (Normal) (G1 Evacuation Pause) 309M->5M(512M) 1,115ms
[2025-05-08T17:25:21.054+0300][24,009s][info ][gc] GC(159) Pause Young (Normal) (G1 Evacuation Pause) 309M->5M(512M) 0,898ms
[2025-05-08T17:25:21.205+0300][24,161s][info ][gc] GC(160) Pause Young (Normal) (G1 Evacuation Pause) 309M->4M(512M) 0,752ms
[2025-05-08T17:25:21.356+0300][24,311s][info ][gc] GC(161) Pause Young (Normal) (G1 Evacuation Pause) 309M->3M(512M) 0,798ms
[2025-05-08T17:25:21.507+0300][24,463s][info ][gc] GC(162) Pause Young (Normal) (G1 Evacuation Pause) 309M->6M(512M) 1,310ms
[2025-05-08T17:25:21.658+0300][24,614s][info ][gc] GC(163) Pause Young (Normal) (G1 Evacuation Pause) 309M->5M(512M) 0,759ms
[2025-05-08T17:25:21.809+0300][24,765s][info ][gc] GC(164) Pause Young (Normal) (G1 Evacuation Pause) 309M->4M(512M) 0,854ms
[2025-05-08T17:25:21.960+0300][24,916s][info ][gc] GC(165) Pause Young (Normal) (G1 Evacuation Pause) 309M->3M(512M) 0,679ms
[2025-05-08T17:25:22.112+0300][25,067s][info ][gc] GC(166) Pause Young (Normal) (G1 Evacuation Pause) 309M->3M(512M) 0,593ms
[2025-05-08T17:25:22.263+0300][25,219s][info ][gc] GC(167) Pause Young (Normal) (G1 Evacuation Pause) 309M->6M(512M) 0,950ms
[2025-05-08T17:25:22.414+0300][25,369s][info ][gc] GC(168) Pause Young (Normal) (G1 Evacuation Pause) 310M->5M(512M) 0,840ms
[2025-05-08T17:25:22.564+0300][25,519s][info ][gc] GC(169) Pause Young (Normal) (G1 Evacuation Pause) 309M->4M(512M) 0,762ms
[2025-05-08T17:25:22.714+0300][25,670s][info ][gc] GC(170) Pause Young (Normal) (G1 Evacuation Pause) 309M->3M(512M) 0,686ms
[2025-05-08T17:25:22.865+0300][25,820s][info ][gc] GC(171) Pause Young (Normal) (G1 Evacuation Pause) 309M->3M(512M) 0,332ms
